"STCNTYFIP","STATE","COUNTY","OCC","OCCUPATION","OCCUPATION_BROAD","GENDER","TOTAL_POP","HISP-LAT","WHITE","AI-AN","ASIAN-PI","BLACK","TWO-OR-MORE","OTHER","PCT_HISP-LAT","PCT_WHITE","PCT_AI-AN","PCT_ASIAN-PI","PCT_BLACK","PCT_TWO-OR-MORE","PCT_OTHER"
"04013","Arizona","Maricopa","1821","Clinical and counseling psychologists","Psychologists","MALE",148,NA,97,NA,NA,41,10,NA,NA,65.54,NA,NA,27.7,6.76,NA
"04013","Arizona","Maricopa","2004","Mental health counselors","Mental health counselors","FEMALE",936,167,588,52,104,19,6,NA,17.84,62.82,5.56,11.11,2.03,0.64,NA
"04013","Arizona","Maricopa","2003","Marriage and family therapists","Mental health counselors","ALL",574,133,376,NA,NA,65,NA,NA,23.17,65.51,NA,NA,11.32,NA,NA
"04013","Arizona","Maricopa","2005","Rehabilitation counselors","Mental health counselors","FEMALE",309,36,178,74,21,NA,NA,NA,11.65,57.61,23.95,6.8,NA,NA,NA
"04013","Arizona","Maricopa","1821","Clinical and counseling psychologists","Psychologists","ALL",281,17,213,NA,NA,41,10,NA,6.05,75.8,NA,NA,14.59,3.56,NA
"04013","Arizona","Maricopa","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","FEMALE",498,161,175,NA,35,46,81,NA,32.33,35.14,NA,7.03,9.24,16.27,NA
"04013","Arizona","Maricopa","1821","Clinical and counseling psychologists","Psychologists","FEMALE",133,17,116,NA,NA,NA,NA,NA,12.78,87.22,NA,NA,NA,NA,NA
"04013","Arizona","Maricopa","2004","Mental health counselors","Mental health counselors","ALL",1492,324,969,54,104,35,6,NA,21.72,64.95,3.62,6.97,2.35,0.4,NA
"04013","Arizona","Maricopa","1825","Other psychologists","Psychologists","MALE",548,62,419,NA,41,26,NA,NA,11.31,76.46,NA,7.48,4.74,NA,NA
"04013","Arizona","Maricopa","0000","Total-Pop","Total-Pop","MALE",2141331,673226,1176751,32450,86986,115436,52679,3803,31.44,54.95,1.52,4.06,5.39,2.46,0.18
"04013","Arizona","Maricopa","1825","Other psychologists","Psychologists","ALL",1705,126,1395,NA,88,96,NA,NA,7.39,81.82,NA,5.16,5.63,NA,NA
"04013","Arizona","Maricopa","2005","Rehabilitation counselors","Mental health counselors","ALL",539,76,368,74,21,NA,NA,NA,14.1,68.27,13.73,3.9,NA,NA,NA
"04013","Arizona","Maricopa","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","ALL",1521,288,966,31,NA,175,16,45,18.93,63.51,2.04,NA,11.51,1.05,2.96
"04013","Arizona","Maricopa","1822","School psychologists","Psychologists","ALL",939,110,698,NA,95,36,NA,NA,11.71,74.33,NA,10.12,3.83,NA,NA
"04013","Arizona","Maricopa","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","ALL",510,161,187,NA,35,46,81,NA,31.57,36.67,NA,6.86,9.02,15.88,NA
"04019","Arizona","Pima","1825","Other psychologists","Psychologists","MALE",287,18,212,NA,NA,NA,57,NA,6.27,73.87,NA,NA,NA,19.86,NA
"04019","Arizona","Pima","2005","Rehabilitation counselors","Mental health counselors","MALE",103,NA,64,14,25,NA,NA,NA,NA,62.14,13.59,24.27,NA,NA,NA
"04019","Arizona","Pima","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","FEMALE",230,123,102,5,NA,NA,NA,NA,53.48,44.35,2.17,NA,NA,NA,NA
"04019","Arizona","Pima","2004","Mental health counselors","Mental health counselors","MALE",85,49,29,7,NA,NA,NA,NA,57.65,34.12,8.24,NA,NA,NA,NA
"04019","Arizona","Pima","1821","Clinical and counseling psychologists","Psychologists","FEMALE",86,43,43,NA,NA,NA,NA,NA,50,50,NA,NA,NA,NA,NA
"04019","Arizona","Pima","2003","Marriage and family therapists","Mental health counselors","FEMALE",86,65,21,NA,NA,NA,NA,NA,75.58,24.42,NA,NA,NA,NA,NA
"04019","Arizona","Pima","2004","Mental health counselors","Mental health counselors","FEMALE",230,39,169,NA,NA,22,NA,NA,16.96,73.48,NA,NA,9.57,NA,NA
"04019","Arizona","Pima","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","MALE",8,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,100,NA,NA
"04019","Arizona","Pima","2005","Rehabilitation counselors","Mental health counselors","ALL",223,13,171,14,25,NA,NA,NA,5.83,76.68,6.28,11.21,NA,NA,NA
"04019","Arizona","Pima","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","MALE",244,7,142,NA,NA,73,22,NA,2.87,58.2,NA,NA,29.92,9.02,NA
"04019","Arizona","Pima","1822","School psychologists","Psychologists","MALE",23,NA,23,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"04019","Arizona","Pima","1822","School psychologists","Psychologists","FEMALE",239,96,143,NA,NA,NA,NA,NA,40.17,59.83,NA,NA,NA,NA,NA
"04019","Arizona","Pima","1825","Other psychologists","Psychologists","FEMALE",420,12,386,NA,NA,22,NA,NA,2.86,91.9,NA,NA,5.24,NA,NA
"04019","Arizona","Pima","2003","Marriage and family therapists","Mental health counselors","ALL",86,65,21,NA,NA,NA,NA,NA,75.58,24.42,NA,NA,NA,NA,NA
"04019","Arizona","Pima","1821","Clinical and counseling psychologists","Psychologists","ALL",86,43,43,NA,NA,NA,NA,NA,50,50,NA,NA,NA,NA,NA
"04019","Arizona","Pima","2005","Rehabilitation counselors","Mental health counselors","FEMALE",120,13,107,NA,NA,NA,NA,NA,10.83,89.17,NA,NA,NA,NA,NA
"04019","Arizona","Pima","2004","Mental health counselors","Mental health counselors","ALL",315,88,198,7,NA,22,NA,NA,27.94,62.86,2.22,NA,6.98,NA,NA
"04019","Arizona","Pima","0000","Total-Pop","Total-Pop","ALL",1026814,382784,531360,24756,29957,33013,24025,919,37.28,51.75,2.41,2.92,3.22,2.34,0.09
"04019","Arizona","Pima","0000","Total-Pop","Total-Pop","FEMALE",522263,195264,270294,13232,15945,14901,12210,417,37.39,51.75,2.53,3.05,2.85,2.34,0.08
"04019","Arizona","Pima","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","FEMALE",66,NA,66,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"04019","Arizona","Pima","0000","Total-Pop","Total-Pop","MALE",504551,187520,261066,11524,14012,18112,11815,502,37.17,51.74,2.28,2.78,3.59,2.34,0.1
"04019","Arizona","Pima","1822","School psychologists","Psychologists","ALL",262,96,166,NA,NA,NA,NA,NA,36.64,63.36,NA,NA,NA,NA,NA
"04019","Arizona","Pima","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","ALL",474,130,244,5,NA,73,22,NA,27.43,51.48,1.05,NA,15.4,4.64,NA
"04019","Arizona","Pima","1825","Other psychologists","Psychologists","ALL",707,30,598,NA,NA,22,57,NA,4.24,84.58,NA,NA,3.11,8.06,NA
"04019","Arizona","Pima","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","ALL",74,NA,66,NA,NA,8,NA,NA,NA,89.19,NA,NA,10.81,NA,NA
"04025","Arizona","Yavapai","1825","Other psychologists","Psychologists","ALL",114,NA,114,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"04025","Arizona","Yavapai","1822","School psychologists","Psychologists","FEMALE",45,NA,45,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"04025","Arizona","Yavapai","0000","Total-Pop","Total-Pop","MALE",111865,17031,88943,1180,955,839,2868,49,15.22,79.51,1.05,0.85,0.75,2.56,0.04
"04025","Arizona","Yavapai","2003","Marriage and family therapists","Mental health counselors","ALL",40,NA,40,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"04025","Arizona","Yavapai","0000","Total-Pop","Total-Pop","FEMALE",116146,16066,94545,1661,1303,510,2023,38,13.83,81.4,1.43,1.12,0.44,1.74,0.03
"04025","Arizona","Yavapai","1825","Other psychologists","Psychologists","MALE",43,NA,43,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"04025","Arizona","Yavapai","1825","Other psychologists","Psychologists","FEMALE",71,NA,71,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"04025","Arizona","Yavapai","1821","Clinical and counseling psychologists","Psychologists","FEMALE",65,NA,65,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"04025","Arizona","Yavapai","2003","Marriage and family therapists","Mental health counselors","FEMALE",40,NA,40,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"04025","Arizona","Yavapai","2004","Mental health counselors","Mental health counselors","ALL",56,NA,56,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"04025","Arizona","Yavapai","0000","Total-Pop","Total-Pop","ALL",228011,33097,183488,2841,2258,1349,4891,87,14.52,80.47,1.25,0.99,0.59,2.15,0.04
"04025","Arizona","Yavapai","2004","Mental health counselors","Mental health counselors","FEMALE",56,NA,56,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"04025","Arizona","Yavapai","1821","Clinical and counseling psychologists","Psychologists","ALL",65,NA,65,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"04025","Arizona","Yavapai","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","FEMALE",22,NA,22,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"04025","Arizona","Yavapai","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","MALE",33,NA,33,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"04025","Arizona","Yavapai","1822","School psychologists","Psychologists","ALL",45,NA,45,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"04025","Arizona","Yavapai","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","ALL",55,NA,55,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"04027","Arizona","Yuma","2004","Mental health counselors","Mental health counselors","ALL",52,NA,41,11,NA,NA,NA,NA,NA,78.85,21.15,NA,NA,NA,NA
"04027","Arizona","Yuma","1825","Other psychologists","Psychologists","FEMALE",24,7,17,NA,NA,NA,NA,NA,29.17,70.83,NA,NA,NA,NA,NA
"04027","Arizona","Yuma","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","ALL",135,120,NA,NA,NA,15,NA,NA,88.89,NA,NA,NA,11.11,NA,NA
"04027","Arizona","Yuma","2005","Rehabilitation counselors","Mental health counselors","MALE",5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,100,NA
"04027","Arizona","Yuma","0000","Total-Pop","Total-Pop","MALE",107914,67439,34063,1198,1126,2303,1775,10,62.49,31.56,1.11,1.04,2.13,1.64,0.01
"04027","Arizona","Yuma","2004","Mental health counselors","Mental health counselors","FEMALE",52,NA,41,11,NA,NA,NA,NA,NA,78.85,21.15,NA,NA,NA,NA
"04027","Arizona","Yuma","0000","Total-Pop","Total-Pop","ALL",209704,133516,65021,2194,2581,3218,3138,36,63.67,31.01,1.05,1.23,1.53,1.5,0.02
"04027","Arizona","Yuma","2005","Rehabilitation counselors","Mental health counselors","ALL",5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,100,NA
"04027","Arizona","Yuma","1825","Other psychologists","Psychologists","ALL",24,7,17,NA,NA,NA,NA,NA,29.17,70.83,NA,NA,NA,NA,NA
"04027","Arizona","Yuma","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","FEMALE",135,120,NA,NA,NA,15,NA,NA,88.89,NA,NA,NA,11.11,NA,NA
"04027","Arizona","Yuma","0000","Total-Pop","Total-Pop","FEMALE",101790,66077,30958,996,1455,915,1363,26,64.92,30.41,0.98,1.43,0.9,1.34,0.03
"05007","Arkansas","Benton","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","MALE",22,NA,22,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"05007","Arkansas","Benton","2005","Rehabilitation counselors","Mental health counselors","FEMALE",8,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,100,NA
"05007","Arkansas","Benton","1821","Clinical and counseling psychologists","Psychologists","ALL",15,NA,15,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"05007","Arkansas","Benton","2003","Marriage and family therapists","Mental health counselors","FEMALE",15,NA,15,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"05007","Arkansas","Benton","1825","Other psychologists","Psychologists","FEMALE",36,NA,36,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"05007","Arkansas","Benton","0000","Total-Pop","Total-Pop","ALL",265640,44179,194842,3207,11814,4469,6798,331,16.63,73.35,1.21,4.45,1.68,2.56,0.12
"05007","Arkansas","Benton","2003","Marriage and family therapists","Mental health counselors","ALL",15,NA,15,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"05007","Arkansas","Benton","2004","Mental health counselors","Mental health counselors","MALE",15,NA,15,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"05007","Arkansas","Benton","1821","Clinical and counseling psychologists","Psychologists","FEMALE",15,NA,15,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"05007","Arkansas","Benton","2005","Rehabilitation counselors","Mental health counselors","ALL",8,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,100,NA
"05007","Arkansas","Benton","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","ALL",22,NA,22,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"05007","Arkansas","Benton","1825","Other psychologists","Psychologists","ALL",36,NA,36,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"05007","Arkansas","Benton","0000","Total-Pop","Total-Pop","MALE",131898,22669,95436,1416,6151,2494,3543,189,17.19,72.36,1.07,4.66,1.89,2.69,0.14
"05007","Arkansas","Benton","2004","Mental health counselors","Mental health counselors","FEMALE",194,NA,135,NA,NA,33,26,NA,NA,69.59,NA,NA,17.01,13.4,NA
"05007","Arkansas","Benton","0000","Total-Pop","Total-Pop","FEMALE",133742,21510,99406,1791,5663,1975,3255,142,16.08,74.33,1.34,4.23,1.48,2.43,0.11
"05007","Arkansas","Benton","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","FEMALE",150,NA,150,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"05007","Arkansas","Benton","2004","Mental health counselors","Mental health counselors","ALL",209,NA,150,NA,NA,33,26,NA,NA,71.77,NA,NA,15.79,12.44,NA
"05007","Arkansas","Benton","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","ALL",150,NA,150,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"05119","Arkansas","Pulaski","2004","Mental health counselors","Mental health counselors","FEMALE",343,NA,157,NA,NA,167,19,NA,NA,45.77,NA,NA,48.69,5.54,NA
"05119","Arkansas","Pulaski","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","FEMALE",61,NA,NA,NA,NA,61,NA,NA,NA,NA,NA,NA,100,NA,NA
"05119","Arkansas","Pulaski","0000","Total-Pop","Total-Pop","FEMALE",205153,11302,105417,556,4779,78009,4595,495,5.51,51.38,0.27,2.33,38.02,2.24,0.24
"05119","Arkansas","Pulaski","1822","School psychologists","Psychologists","FEMALE",17,NA,17,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"05119","Arkansas","Pulaski","0000","Total-Pop","Total-Pop","MALE",187701,12780,99584,518,3965,66391,3932,531,6.81,53.05,0.28,2.11,35.37,2.09,0.28
"05119","Arkansas","Pulaski","1825","Other psychologists","Psychologists","FEMALE",233,NA,130,NA,40,63,NA,NA,NA,55.79,NA,17.17,27.04,NA,NA
"05119","Arkansas","Pulaski","1821","Clinical and counseling psychologists","Psychologists","MALE",18,NA,18,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"05119","Arkansas","Pulaski","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","FEMALE",26,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,100,NA,NA
"05119","Arkansas","Pulaski","1825","Other psychologists","Psychologists","ALL",334,NA,231,NA,40,63,NA,NA,NA,69.16,NA,11.98,18.86,NA,NA
"05119","Arkansas","Pulaski","1821","Clinical and counseling psychologists","Psychologists","ALL",18,NA,18,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"05119","Arkansas","Pulaski","2003","Marriage and family therapists","Mental health counselors","FEMALE",14,NA,14,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"05119","Arkansas","Pulaski","1825","Other psychologists","Psychologists","MALE",101,NA,101,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"05119","Arkansas","Pulaski","0000","Total-Pop","Total-Pop","ALL",392854,24082,205001,1074,8744,144400,8527,1026,6.13,52.18,0.27,2.23,36.76,2.17,0.26
"05119","Arkansas","Pulaski","1822","School psychologists","Psychologists","ALL",33,NA,33,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"05119","Arkansas","Pulaski","2004","Mental health counselors","Mental health counselors","MALE",54,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,NA,100,NA,NA
"05119","Arkansas","Pulaski","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","ALL",49,NA,23,NA,NA,26,NA,NA,NA,46.94,NA,NA,53.06,NA,NA
"05119","Arkansas","Pulaski","2004","Mental health counselors","Mental health counselors","ALL",397,NA,157,NA,NA,221,19,NA,NA,39.55,NA,NA,55.67,4.79,NA
"05119","Arkansas","Pulaski","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","ALL",61,NA,NA,NA,NA,61,NA,NA,NA,NA,NA,NA,100,NA,NA
"05119","Arkansas","Pulaski","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","MALE",23,NA,23,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"05119","Arkansas","Pulaski","1822","School psychologists","Psychologists","MALE",16,NA,16,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"05119","Arkansas","Pulaski","2003","Marriage and family therapists","Mental health counselors","ALL",14,NA,14,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"05125","Arkansas","Saline","2004","Mental health counselors","Mental health counselors","MALE",31,26,5,NA,NA,NA,NA,NA,83.87,16.13,NA,NA,NA,NA,NA
"05125","Arkansas","Saline","1825","Other psychologists","Psychologists","MALE",26,NA,26,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"05125","Arkansas","Saline","0000","Total-Pop","Total-Pop","FEMALE",60994,2687,51544,211,825,4578,1120,29,4.41,84.51,0.35,1.35,7.51,1.84,0.05
"05125","Arkansas","Saline","2005","Rehabilitation counselors","Mental health counselors","ALL",30,NA,30,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"05125","Arkansas","Saline","0000","Total-Pop","Total-Pop","MALE",58453,3019,49535,197,562,3808,1271,61,5.16,84.74,0.34,0.96,6.51,2.17,0.1
"05125","Arkansas","Saline","2005","Rehabilitation counselors","Mental health counselors","FEMALE",30,NA,30,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"05125","Arkansas","Saline","1825","Other psychologists","Psychologists","ALL",59,NA,59,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"05125","Arkansas","Saline","0000","Total-Pop","Total-Pop","ALL",119447,5706,101079,408,1387,8386,2391,90,4.78,84.62,0.34,1.16,7.02,2,0.08
"05125","Arkansas","Saline","2004","Mental health counselors","Mental health counselors","ALL",68,26,42,NA,NA,NA,NA,NA,38.24,61.76,NA,NA,NA,NA,NA
"05125","Arkansas","Saline","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","FEMALE",15,NA,15,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"05125","Arkansas","Saline","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","ALL",15,NA,15,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"05125","Arkansas","Saline","1825","Other psychologists","Psychologists","FEMALE",33,NA,33,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"05125","Arkansas","Saline","2004","Mental health counselors","Mental health counselors","FEMALE",37,NA,37,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"05143","Arkansas","Washington","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","FEMALE",209,NA,209,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"05143","Arkansas","Washington","2004","Mental health counselors","Mental health counselors","FEMALE",67,NA,45,22,NA,NA,NA,NA,NA,67.16,32.84,NA,NA,NA,NA
"05143","Arkansas","Washington","1825","Other psychologists","Psychologists","MALE",20,NA,20,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"05143","Arkansas","Washington","0000","Total-Pop","Total-Pop","MALE",116057,19952,81447,961,5436,4599,2982,680,17.19,70.18,0.83,4.68,3.96,2.57,0.59
"05143","Arkansas","Washington","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","ALL",209,NA,209,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"05143","Arkansas","Washington","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","MALE",27,NA,27,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"05143","Arkansas","Washington","0000","Total-Pop","Total-Pop","FEMALE",116425,18969,83243,884,5473,3957,3293,606,16.29,71.5,0.76,4.7,3.4,2.83,0.52
"05143","Arkansas","Washington","2004","Mental health counselors","Mental health counselors","ALL",91,NA,69,22,NA,NA,NA,NA,NA,75.82,24.18,NA,NA,NA,NA
"05143","Arkansas","Washington","2004","Mental health counselors","Mental health counselors","MALE",24,NA,24,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"05143","Arkansas","Washington","0000","Total-Pop","Total-Pop","ALL",232482,38921,164690,1845,10909,8556,6275,1286,16.74,70.84,0.79,4.69,3.68,2.7,0.55
"05143","Arkansas","Washington","1825","Other psychologists","Psychologists","FEMALE",37,NA,37,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"05143","Arkansas","Washington","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","ALL",27,NA,27,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"05143","Arkansas","Washington","1825","Other psychologists","Psychologists","ALL",57,NA,57,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
"06001","California","Alameda","2003","Marriage and family therapists","Mental health counselors","ALL",260,77,139,NA,11,33,NA,NA,29.62,53.46,NA,4.23,12.69,NA,NA
"06001","California","Alameda","2005","Rehabilitation counselors","Mental health counselors","ALL",200,69,91,NA,27,13,NA,NA,34.5,45.5,NA,13.5,6.5,NA,NA
