"MET2013","METRO_AREA","OCC","OCCUPATION","OCCUPATION_BROAD","GENDER","TOTAL_POP","HISP-LAT","WHITE","AI-AN","ASIAN-PI","BLACK","TWO-OR-MORE","OTHER","PCT_HISP-LAT","PCT_WHITE","PCT_AI-AN","PCT_ASIAN-PI","PCT_BLACK","PCT_TWO-OR-MORE","PCT_OTHER"
11460,"Ann Arbor, MI","2003","Marriage and family therapists","Mental health counselors","ALL",59,NA,24,NA,NA,35,NA,NA,NA,40.68,NA,NA,59.32,NA,NA
11460,"Ann Arbor, MI","2004","Mental health counselors","Mental health counselors","ALL",230,NA,114,NA,42,74,NA,NA,NA,49.57,NA,18.26,32.17,NA,NA
11460,"Ann Arbor, MI","2005","Rehabilitation counselors","Mental health counselors","ALL",21,NA,21,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
11460,"Ann Arbor, MI","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","ALL",41,NA,41,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
11460,"Ann Arbor, MI","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","FEMALE",23,NA,23,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
11460,"Ann Arbor, MI","1825","Other psychologists","Psychologists","MALE",242,15,213,NA,NA,NA,14,NA,6.2,88.02,NA,NA,NA,5.79,NA
11460,"Ann Arbor, MI","0000","Total-Pop","Total-Pop","ALL",366820,17242,256926,792,33083,43705,13891,1181,4.7,70.04,0.22,9.02,11.91,3.79,0.32
11460,"Ann Arbor, MI","1825","Other psychologists","Psychologists","FEMALE",521,9,474,NA,38,NA,NA,NA,1.73,90.98,NA,7.29,NA,NA,NA
11460,"Ann Arbor, MI","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","MALE",18,NA,18,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
11460,"Ann Arbor, MI","1821","Clinical and counseling psychologists","Psychologists","FEMALE",65,NA,65,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
11460,"Ann Arbor, MI","1822","School psychologists","Psychologists","FEMALE",94,NA,78,NA,NA,16,NA,NA,NA,82.98,NA,NA,17.02,NA,NA
11460,"Ann Arbor, MI","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","FEMALE",46,NA,46,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
11460,"Ann Arbor, MI","2004","Mental health counselors","Mental health counselors","FEMALE",99,NA,64,NA,16,19,NA,NA,NA,64.65,NA,16.16,19.19,NA,NA
11460,"Ann Arbor, MI","2003","Marriage and family therapists","Mental health counselors","FEMALE",24,NA,24,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
11500,"Anniston-Oxford-Jacksonville, AL","0000","Total-Pop","Total-Pop","ALL",114818,4282,82832,138,1186,23786,2558,36,3.73,72.14,0.12,1.03,20.72,2.23,0.03
11500,"Anniston-Oxford-Jacksonville, AL","2004","Mental health counselors","Mental health counselors","FEMALE",13,NA,13,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
11500,"Anniston-Oxford-Jacksonville, AL","2005","Rehabilitation counselors","Mental health counselors","FEMALE",39,NA,39,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
11500,"Anniston-Oxford-Jacksonville, AL","1821","Clinical and counseling psychologists","Psychologists","FEMALE",36,NA,36,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
11500,"Anniston-Oxford-Jacksonville, AL","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","FEMALE",51,NA,51,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
11500,"Anniston-Oxford-Jacksonville, AL","2004","Mental health counselors","Mental health counselors","ALL",13,NA,13,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
11500,"Anniston-Oxford-Jacksonville, AL","2005","Rehabilitation counselors","Mental health counselors","ALL",39,NA,39,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
11500,"Anniston-Oxford-Jacksonville, AL","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","ALL",11,NA,11,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
11500,"Anniston-Oxford-Jacksonville, AL","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","ALL",89,NA,51,NA,NA,38,NA,NA,NA,57.3,NA,NA,42.7,NA,NA
11500,"Anniston-Oxford-Jacksonville, AL","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","FEMALE",11,NA,11,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
11500,"Anniston-Oxford-Jacksonville, AL","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","MALE",38,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,100,NA,NA
11500,"Anniston-Oxford-Jacksonville, AL","0000","Total-Pop","Total-Pop","MALE",55394,2304,40106,69,394,11014,1507,NA,4.16,72.4,0.12,0.71,19.88,2.72,NA
11500,"Anniston-Oxford-Jacksonville, AL","1821","Clinical and counseling psychologists","Psychologists","ALL",36,NA,36,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
11500,"Anniston-Oxford-Jacksonville, AL","0000","Total-Pop","Total-Pop","FEMALE",59424,1978,42726,69,792,12772,1051,36,3.33,71.9,0.12,1.33,21.49,1.77,0.06
11700,"Asheville, NC","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","FEMALE",83,NA,83,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
11700,"Asheville, NC","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","MALE",12,NA,12,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
11700,"Asheville, NC","2003","Marriage and family therapists","Mental health counselors","MALE",64,NA,64,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
11700,"Asheville, NC","1822","School psychologists","Psychologists","MALE",34,NA,34,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
11700,"Asheville, NC","1825","Other psychologists","Psychologists","MALE",87,NA,87,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
11700,"Asheville, NC","1821","Clinical and counseling psychologists","Psychologists","FEMALE",89,34,55,NA,NA,NA,NA,NA,38.2,61.8,NA,NA,NA,NA,NA
11700,"Asheville, NC","2005","Rehabilitation counselors","Mental health counselors","FEMALE",71,NA,71,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
11700,"Asheville, NC","1821","Clinical and counseling psychologists","Psychologists","ALL",89,34,55,NA,NA,NA,NA,NA,38.2,61.8,NA,NA,NA,NA,NA
11700,"Asheville, NC","1822","School psychologists","Psychologists","ALL",126,NA,126,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
11700,"Asheville, NC","1825","Other psychologists","Psychologists","ALL",370,13,351,NA,6,NA,NA,NA,3.51,94.86,NA,1.62,NA,NA,NA
11700,"Asheville, NC","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","ALL",183,NA,183,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
11700,"Asheville, NC","2003","Marriage and family therapists","Mental health counselors","ALL",256,NA,256,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
11700,"Asheville, NC","2004","Mental health counselors","Mental health counselors","MALE",43,NA,12,NA,13,18,NA,NA,NA,27.91,NA,30.23,41.86,NA,NA
11700,"Asheville, NC","2005","Rehabilitation counselors","Mental health counselors","MALE",48,NA,37,NA,NA,NA,11,NA,NA,77.08,NA,NA,NA,22.92,NA
11700,"Asheville, NC","2005","Rehabilitation counselors","Mental health counselors","ALL",119,NA,108,NA,NA,NA,11,NA,NA,90.76,NA,NA,NA,9.24,NA
11700,"Asheville, NC","1822","School psychologists","Psychologists","FEMALE",92,NA,92,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
11700,"Asheville, NC","1825","Other psychologists","Psychologists","FEMALE",283,13,264,NA,6,NA,NA,NA,4.59,93.29,NA,2.12,NA,NA,NA
11700,"Asheville, NC","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","FEMALE",171,NA,171,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
11700,"Asheville, NC","2003","Marriage and family therapists","Mental health counselors","FEMALE",192,NA,192,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
11700,"Asheville, NC","2004","Mental health counselors","Mental health counselors","FEMALE",277,NA,277,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
11700,"Asheville, NC","0000","Total-Pop","Total-Pop","ALL",517206,34157,435929,9679,5564,22565,8999,313,6.6,84.29,1.87,1.08,4.36,1.74,0.06
11700,"Asheville, NC","0000","Total-Pop","Total-Pop","MALE",249439,17676,208619,4657,2685,11258,4407,137,7.09,83.64,1.87,1.08,4.51,1.77,0.05
11700,"Asheville, NC","2004","Mental health counselors","Mental health counselors","ALL",320,NA,289,NA,13,18,NA,NA,NA,90.31,NA,4.06,5.62,NA,NA
11700,"Asheville, NC","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","ALL",83,NA,83,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
11700,"Asheville, NC","0000","Total-Pop","Total-Pop","FEMALE",267767,16481,227310,5022,2879,11307,4592,176,6.15,84.89,1.88,1.08,4.22,1.71,0.07
12060,"Atlanta-Sandy Springs-Roswell, GA","2005","Rehabilitation counselors","Mental health counselors","FEMALE",519,NA,222,NA,NA,297,NA,NA,NA,42.77,NA,NA,57.23,NA,NA
12060,"Atlanta-Sandy Springs-Roswell, GA","2005","Rehabilitation counselors","Mental health counselors","ALL",552,NA,234,NA,NA,318,NA,NA,NA,42.39,NA,NA,57.61,NA,NA
12060,"Atlanta-Sandy Springs-Roswell, GA","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","ALL",322,NA,173,NA,NA,118,31,NA,NA,53.73,NA,NA,36.65,9.63,NA
12060,"Atlanta-Sandy Springs-Roswell, GA","1821","Clinical and counseling psychologists","Psychologists","FEMALE",365,75,290,NA,NA,NA,NA,NA,20.55,79.45,NA,NA,NA,NA,NA
12060,"Atlanta-Sandy Springs-Roswell, GA","1821","Clinical and counseling psychologists","Psychologists","MALE",40,13,27,NA,NA,NA,NA,NA,32.5,67.5,NA,NA,NA,NA,NA
12060,"Atlanta-Sandy Springs-Roswell, GA","1825","Other psychologists","Psychologists","FEMALE",2119,140,1259,NA,NA,592,128,NA,6.61,59.41,NA,NA,27.94,6.04,NA
12060,"Atlanta-Sandy Springs-Roswell, GA","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","FEMALE",773,31,184,NA,21,499,25,13,4.01,23.8,NA,2.72,64.55,3.23,1.68
12060,"Atlanta-Sandy Springs-Roswell, GA","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","FEMALE",291,NA,173,NA,NA,118,NA,NA,NA,59.45,NA,NA,40.55,NA,NA
12060,"Atlanta-Sandy Springs-Roswell, GA","1822","School psychologists","Psychologists","FEMALE",380,8,319,NA,NA,39,14,NA,2.11,83.95,NA,NA,10.26,3.68,NA
12060,"Atlanta-Sandy Springs-Roswell, GA","0000","Total-Pop","Total-Pop","FEMALE",3015709,303864,1389834,4828,176231,1063101,66697,11154,10.08,46.09,0.16,5.84,35.25,2.21,0.37
12060,"Atlanta-Sandy Springs-Roswell, GA","0000","Total-Pop","Total-Pop","MALE",2822905,325206,1344559,4899,167119,907110,62106,11906,11.52,47.63,0.17,5.92,32.13,2.2,0.42
12060,"Atlanta-Sandy Springs-Roswell, GA","1825","Other psychologists","Psychologists","MALE",874,9,688,NA,43,134,NA,NA,1.03,78.72,NA,4.92,15.33,NA,NA
12060,"Atlanta-Sandy Springs-Roswell, GA","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","MALE",449,104,208,NA,18,119,NA,NA,23.16,46.33,NA,4.01,26.5,NA,NA
12060,"Atlanta-Sandy Springs-Roswell, GA","1821","Clinical and counseling psychologists","Psychologists","ALL",405,88,317,NA,NA,NA,NA,NA,21.73,78.27,NA,NA,NA,NA,NA
12060,"Atlanta-Sandy Springs-Roswell, GA","1822","School psychologists","Psychologists","MALE",120,NA,97,NA,NA,23,NA,NA,NA,80.83,NA,NA,19.17,NA,NA
12060,"Atlanta-Sandy Springs-Roswell, GA","1825","Other psychologists","Psychologists","ALL",2993,149,1947,NA,43,726,128,NA,4.98,65.05,NA,1.44,24.26,4.28,NA
12060,"Atlanta-Sandy Springs-Roswell, GA","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","ALL",1222,135,392,NA,39,618,25,13,11.05,32.08,NA,3.19,50.57,2.05,1.06
12060,"Atlanta-Sandy Springs-Roswell, GA","2003","Marriage and family therapists","Mental health counselors","ALL",515,46,200,30,38,177,24,NA,8.93,38.83,5.83,7.38,34.37,4.66,NA
12060,"Atlanta-Sandy Springs-Roswell, GA","1822","School psychologists","Psychologists","ALL",500,8,416,NA,NA,62,14,NA,1.6,83.2,NA,NA,12.4,2.8,NA
12060,"Atlanta-Sandy Springs-Roswell, GA","0000","Total-Pop","Total-Pop","ALL",5838614,629070,2734393,9727,343350,1970211,128803,23060,10.77,46.83,0.17,5.88,33.74,2.21,0.39
12060,"Atlanta-Sandy Springs-Roswell, GA","2005","Rehabilitation counselors","Mental health counselors","MALE",33,NA,12,NA,NA,21,NA,NA,NA,36.36,NA,NA,63.64,NA,NA
12060,"Atlanta-Sandy Springs-Roswell, GA","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","MALE",31,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,100,NA
12060,"Atlanta-Sandy Springs-Roswell, GA","2004","Mental health counselors","Mental health counselors","ALL",1514,100,585,NA,NA,755,74,NA,6.61,38.64,NA,NA,49.87,4.89,NA
12060,"Atlanta-Sandy Springs-Roswell, GA","2004","Mental health counselors","Mental health counselors","MALE",228,NA,134,NA,NA,94,NA,NA,NA,58.77,NA,NA,41.23,NA,NA
12060,"Atlanta-Sandy Springs-Roswell, GA","2004","Mental health counselors","Mental health counselors","FEMALE",1286,100,451,NA,NA,661,74,NA,7.78,35.07,NA,NA,51.4,5.75,NA
12060,"Atlanta-Sandy Springs-Roswell, GA","2003","Marriage and family therapists","Mental health counselors","MALE",76,28,38,NA,NA,10,NA,NA,36.84,50,NA,NA,13.16,NA,NA
12060,"Atlanta-Sandy Springs-Roswell, GA","2003","Marriage and family therapists","Mental health counselors","FEMALE",439,18,162,30,38,167,24,NA,4.1,36.9,6.83,8.66,38.04,5.47,NA
12100,"Atlantic City-Hammonton, NJ","1825","Other psychologists","Psychologists","ALL",66,NA,58,NA,NA,8,NA,NA,NA,87.88,NA,NA,12.12,NA,NA
12100,"Atlantic City-Hammonton, NJ","1822","School psychologists","Psychologists","ALL",17,NA,7,NA,10,NA,NA,NA,NA,41.18,NA,58.82,NA,NA,NA
12100,"Atlantic City-Hammonton, NJ","0000","Total-Pop","Total-Pop","MALE",123922,24353,69282,302,10050,17176,2553,206,19.65,55.91,0.24,8.11,13.86,2.06,0.17
12100,"Atlantic City-Hammonton, NJ","1825","Other psychologists","Psychologists","MALE",20,NA,12,NA,NA,8,NA,NA,NA,60,NA,NA,40,NA,NA
12100,"Atlantic City-Hammonton, NJ","1821","Clinical and counseling psychologists","Psychologists","ALL",7,NA,7,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
12100,"Atlantic City-Hammonton, NJ","0000","Total-Pop","Total-Pop","FEMALE",131823,24651,73303,331,10478,19276,3528,256,18.7,55.61,0.25,7.95,14.62,2.68,0.19
12100,"Atlantic City-Hammonton, NJ","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","ALL",40,NA,40,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
12100,"Atlantic City-Hammonton, NJ","1821","Clinical and counseling psychologists","Psychologists","FEMALE",7,NA,7,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
12100,"Atlantic City-Hammonton, NJ","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","ALL",60,NA,39,NA,NA,21,NA,NA,NA,65,NA,NA,35,NA,NA
12100,"Atlantic City-Hammonton, NJ","2004","Mental health counselors","Mental health counselors","ALL",113,NA,113,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
12100,"Atlantic City-Hammonton, NJ","0000","Total-Pop","Total-Pop","ALL",255745,49004,142585,633,20528,36452,6081,462,19.16,55.75,0.25,8.03,14.25,2.38,0.18
12100,"Atlantic City-Hammonton, NJ","2004","Mental health counselors","Mental health counselors","FEMALE",92,NA,92,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
12100,"Atlantic City-Hammonton, NJ","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","FEMALE",21,NA,21,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
12100,"Atlantic City-Hammonton, NJ","1822","School psychologists","Psychologists","FEMALE",17,NA,7,NA,10,NA,NA,NA,NA,41.18,NA,58.82,NA,NA,NA
12100,"Atlantic City-Hammonton, NJ","2004","Mental health counselors","Mental health counselors","MALE",21,NA,21,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
12100,"Atlantic City-Hammonton, NJ","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","MALE",19,NA,19,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
12100,"Atlantic City-Hammonton, NJ","1825","Other psychologists","Psychologists","FEMALE",46,NA,46,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
12100,"Atlantic City-Hammonton, NJ","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","FEMALE",60,NA,39,NA,NA,21,NA,NA,NA,65,NA,NA,35,NA,NA
12220,"Auburn-Opelika, AL","1822","School psychologists","Psychologists","FEMALE",56,NA,56,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
12220,"Auburn-Opelika, AL","0000","Total-Pop","Total-Pop","FEMALE",81660,2652,54450,141,3080,19879,1399,59,3.25,66.68,0.17,3.77,24.34,1.71,0.07
12220,"Auburn-Opelika, AL","2004","Mental health counselors","Mental health counselors","ALL",137,NA,103,NA,NA,34,NA,NA,NA,75.18,NA,NA,24.82,NA,NA
12220,"Auburn-Opelika, AL","1822","School psychologists","Psychologists","ALL",56,NA,56,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
12220,"Auburn-Opelika, AL","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","ALL",71,NA,71,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
12220,"Auburn-Opelika, AL","2003","Marriage and family therapists","Mental health counselors","ALL",25,NA,25,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
12220,"Auburn-Opelika, AL","0000","Total-Pop","Total-Pop","ALL",160880,5941,108437,308,6699,36628,2790,77,3.69,67.4,0.19,4.16,22.77,1.73,0.05
12220,"Auburn-Opelika, AL","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","FEMALE",35,NA,35,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
12220,"Auburn-Opelika, AL","2003","Marriage and family therapists","Mental health counselors","FEMALE",25,NA,25,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
12220,"Auburn-Opelika, AL","2004","Mental health counselors","Mental health counselors","FEMALE",137,NA,103,NA,NA,34,NA,NA,NA,75.18,NA,NA,24.82,NA,NA
12220,"Auburn-Opelika, AL","0000","Total-Pop","Total-Pop","MALE",79220,3289,53987,167,3619,16749,1391,18,4.15,68.15,0.21,4.57,21.14,1.76,0.02
12220,"Auburn-Opelika, AL","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","MALE",71,NA,71,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
12220,"Auburn-Opelika, AL","2005","Rehabilitation counselors","Mental health counselors","MALE",5,NA,5,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
12220,"Auburn-Opelika, AL","2005","Rehabilitation counselors","Mental health counselors","FEMALE",59,NA,59,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
12220,"Auburn-Opelika, AL","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","ALL",35,NA,35,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
12220,"Auburn-Opelika, AL","2005","Rehabilitation counselors","Mental health counselors","ALL",64,NA,64,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
12260,"Augusta-Richmond County, GA-SC","0000","Total-Pop","Total-Pop","ALL",547490,31017,299760,1346,11206,188462,13988,1711,5.67,54.75,0.25,2.05,34.42,2.55,0.31
12260,"Augusta-Richmond County, GA-SC","1821","Clinical and counseling psychologists","Psychologists","MALE",49,20,29,NA,NA,NA,NA,NA,40.82,59.18,NA,NA,NA,NA,NA
12260,"Augusta-Richmond County, GA-SC","2004","Mental health counselors","Mental health counselors","FEMALE",68,NA,18,NA,NA,38,12,NA,NA,26.47,NA,NA,55.88,17.65,NA
12260,"Augusta-Richmond County, GA-SC","2005","Rehabilitation counselors","Mental health counselors","FEMALE",43,NA,43,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
12260,"Augusta-Richmond County, GA-SC","1825","Other psychologists","Psychologists","FEMALE",88,NA,88,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
12260,"Augusta-Richmond County, GA-SC","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","FEMALE",126,NA,92,NA,NA,21,13,NA,NA,73.02,NA,NA,16.67,10.32,NA
12260,"Augusta-Richmond County, GA-SC","2003","Marriage and family therapists","Mental health counselors","FEMALE",103,17,23,NA,NA,53,10,NA,16.5,22.33,NA,NA,51.46,9.71,NA
12260,"Augusta-Richmond County, GA-SC","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","FEMALE",26,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,100,NA,NA
12260,"Augusta-Richmond County, GA-SC","2004","Mental health counselors","Mental health counselors","ALL",82,11,18,NA,NA,41,12,NA,13.41,21.95,NA,NA,50,14.63,NA
12260,"Augusta-Richmond County, GA-SC","2005","Rehabilitation counselors","Mental health counselors","ALL",43,NA,43,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
12260,"Augusta-Richmond County, GA-SC","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","ALL",186,NA,142,NA,NA,31,13,NA,NA,76.34,NA,NA,16.67,6.99,NA
12260,"Augusta-Richmond County, GA-SC","1825","Other psychologists","Psychologists","MALE",103,NA,103,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
12260,"Augusta-Richmond County, GA-SC","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","MALE",60,NA,50,NA,NA,10,NA,NA,NA,83.33,NA,NA,16.67,NA,NA
12260,"Augusta-Richmond County, GA-SC","2003","Marriage and family therapists","Mental health counselors","MALE",92,NA,92,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
12260,"Augusta-Richmond County, GA-SC","1822","School psychologists","Psychologists","MALE",32,NA,32,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
12260,"Augusta-Richmond County, GA-SC","1822","School psychologists","Psychologists","FEMALE",33,NA,23,NA,NA,NA,10,NA,NA,69.7,NA,NA,NA,30.3,NA
12260,"Augusta-Richmond County, GA-SC","1821","Clinical and counseling psychologists","Psychologists","ALL",49,20,29,NA,NA,NA,NA,NA,40.82,59.18,NA,NA,NA,NA,NA
12260,"Augusta-Richmond County, GA-SC","1822","School psychologists","Psychologists","ALL",65,NA,55,NA,NA,NA,10,NA,NA,84.62,NA,NA,NA,15.38,NA
12260,"Augusta-Richmond County, GA-SC","1825","Other psychologists","Psychologists","ALL",191,NA,191,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
